year,nzsioc,nzsioc_descriptor,variable,units,magnitude,source,data_value
2013,II121,Rail transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,164.6
2013,II121,Rail transport,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.23
2013,II121,Rail transport,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,15.23
2013,II121,Rail transport,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.92
2013,II121,Rail transport,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.92
2013,II121,Rail transport,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,147213.55
2013,II121,Rail transport,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,164600.17
2013,II121,Rail transport,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,15234.9
2013,II121,Rail transport,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,233.58
2013,II121,Rail transport,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,1918.14
2013,II121,Rail transport,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,1918.14
2014,II121,Rail transport,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,142.33
2014,II121,Rail transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,159.18
2014,II121,Rail transport,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.23
2014,II121,Rail transport,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,14.73
2014,II121,Rail transport,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.89
2014,II121,Rail transport,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.89
2014,II121,Rail transport,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,142328.19
2014,II121,Rail transport,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,159175.48
2014,II121,Rail transport,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,14728.17
2014,II121,Rail transport,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,225.81
2014,II121,Rail transport,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,1893.32
2014,II121,Rail transport,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,1893.32
2015,II121,Rail transport,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,138.75
2015,II121,Rail transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,155.08
2015,II121,Rail transport,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.22
2015,II121,Rail transport,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,14.34
2015,II121,Rail transport,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.77
2015,II121,Rail transport,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.77
2015,II121,Rail transport,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,138751.42
2015,II121,Rail transport,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,155081.86
2015,II121,Rail transport,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,14335.71
2015,II121,Rail transport,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,219.79
2015,II121,Rail transport,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,1774.93
2015,II121,Rail transport,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,1774.93
2016,II121,Rail transport,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,129.2
2016,II121,Rail transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,144.46
2016,II121,Rail transport,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.21
2016,II121,Rail transport,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,13.42
2016,II121,Rail transport,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.63
2016,II121,Rail transport,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.63
2016,II121,Rail transport,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,129203.55
2016,II121,Rail transport,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,144459.37
2016,II121,Rail transport,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,13422.74
2016,II121,Rail transport,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,205.8
2016,II121,Rail transport,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,1627.28
2016,II121,Rail transport,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,1627.28
2017,II121,Rail transport,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,111.27
2017,II121,Rail transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,124.44
2017,II121,Rail transport,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.18
2017,II121,Rail transport,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,11.55
2017,II121,Rail transport,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.44
2017,II121,Rail transport,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.44
2017,II121,Rail transport,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,111272.19
2017,II121,Rail transport,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,124435.3
2017,II121,Rail transport,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,11548.61
2017,II121,Rail transport,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,177.06
2017,II121,Rail transport,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,1437.43
2017,II121,Rail transport,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,1437.43
2018,II121,Rail transport,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,120.92
2018,II121,Rail transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,135.08
2018,II121,Rail transport,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.19
2018,II121,Rail transport,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,12.55
2018,II121,Rail transport,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.41
2018,II121,Rail transport,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.41
2018,II121,Rail transport,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,120923.32
2018,II121,Rail transport,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,135075.15
2018,II121,Rail transport,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,12547.3
2018,II121,Rail transport,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,192.37
2018,II121,Rail transport,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,1412.15
2018,II121,Rail transport,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,1412.15
2019,II121,Rail transport,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,126.71
2019,II121,Rail transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,141.51
2019,II121,Rail transport,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.2
2019,II121,Rail transport,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,13.14
2019,II121,Rail transport,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.46
2019,II121,Rail transport,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.46
2019,II121,Rail transport,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,126712.95
2019,II121,Rail transport,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,141507.34
2019,II121,Rail transport,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,13137.57
2019,II121,Rail transport,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,201.42
2019,II121,Rail transport,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,1455.39
2019,II121,Rail transport,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,1455.39
2020,II121,Rail transport,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,112.88
2020,II121,Rail transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,126.01
2020,II121,Rail transport,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.18
2020,II121,Rail transport,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,11.7
2020,II121,Rail transport,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.24
2020,II121,Rail transport,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.24
2020,II121,Rail transport,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,112882.24
2020,II121,Rail transport,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,126007.3
2020,II121,Rail transport,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,11703.6
2020,II121,Rail transport,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,179.44
2020,II121,Rail transport,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,1242.02
2020,II121,Rail transport,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,1242.02
2021,II121,Rail transport,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,117.58
2021,II121,Rail transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,131.53
2021,II121,Rail transport,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.19
2021,II121,Rail transport,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,12.19
2021,II121,Rail transport,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.57
2021,II121,Rail transport,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.57
2021,II121,Rail transport,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,117582.21
2021,II121,Rail transport,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,131525.66
2021,II121,Rail transport,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,12190.9
2021,II121,Rail transport,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,186.91
2021,II121,Rail transport,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,1565.65
2021,II121,Rail transport,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,1565.65
2022,II121,Rail transport,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,115.21
2022,II121,Rail transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,128.81
2022,II121,Rail transport,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.18
2022,II121,Rail transport,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,11.99
2022,II121,Rail transport,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.42
2022,II121,Rail transport,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.42
2022,II121,Rail transport,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,115207.01
2022,II121,Rail transport,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,128807.93
2022,II121,Rail transport,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,11992.4
2022,II121,Rail transport,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,183.87
2022,II121,Rail transport,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,1424.66
2022,II121,Rail transport,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,1424.66
2023,II121,Rail transport,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,108.24
2023,II121,Rail transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,120.88
2023,II121,Rail transport,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.17
2023,II121,Rail transport,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,11.26
2023,II121,Rail transport,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.2
2023,II121,Rail transport,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.2
2023,II121,Rail transport,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,108242.69
2023,II121,Rail transport,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,120881.28
2023,II121,Rail transport,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,11261.68
2023,II121,Rail transport,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,172.66
2023,II121,Rail transport,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,1204.24
2023,II121,Rail transport,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,1204.24
2007,II122,Water transport,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,358.84
2007,II122,Water transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,363.54
2007,II122,Water transport,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.92
2007,II122,Water transport,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.45
2007,II122,Water transport,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.32
2007,II122,Water transport,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.32
2007,II122,Water transport,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,358844.34
2007,II122,Water transport,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,363535.59
2007,II122,Water transport,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,2450.61
2007,II122,Water transport,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,916.97
2007,II122,Water transport,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,1323.67
2007,II122,Water transport,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,1323.67
2008,II122,Water transport,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,289.14
2008,II122,Water transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,293.2
2008,II122,Water transport,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.74
2008,II122,Water transport,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.96
